iter	MultiClass	Accuracy
964	0.9200639761	0.7268
965	0.9194143578	0.7270666667
966	0.9190075778	0.7269333333
967	0.9187523842	0.7270666667
968	0.9184852485	0.7272
969	0.9181628849	0.7274
970	0.9178838933	0.7275333333
971	0.9174497052	0.7273333333
972	0.9170418922	0.7270666667
973	0.91668175	0.7276666667
974	0.9162432104	0.7278666667
975	0.9159377357	0.7278666667
976	0.9156361385	0.7286
977	0.915400781	0.7285333333
978	0.9151000887	0.7291333333
979	0.9149583424	0.7291333333
980	0.9144936907	0.7292
981	0.9140677982	0.729
982	0.9137358771	0.7292666667
983	0.9135433501	0.7294
984	0.913227756	0.729
985	0.9128981749	0.7291333333
986	0.912715847	0.7291333333
987	0.9124317744	0.7289333333
988	0.9121967223	0.7288666667
989	0.9117082529	0.7295333333
990	0.9114830158	0.73
991	0.9110953504	0.7304666667
992	0.9107809034	0.7303333333
993	0.9103244639	0.7308
994	0.9100632705	0.7304666667
995	0.9095588956	0.7316
996	0.9090593276	0.7319333333
997	0.9088574255	0.732
998	0.9084938398	0.7318666667
999	0.907968485	0.7324
